date,MRVL stock,isPartial
2017-08-01,23,False
2017-08-02,53,False
2017-08-03,55,False
2017-08-04,62,False
2017-08-05,28,False
2017-08-06,0,False
2017-08-07,23,False
2017-08-08,34,False
2017-08-09,32,False
2017-08-10,48,False
2017-08-11,33,False
2017-08-12,28,False
2017-08-13,0,False
2017-08-14,40,False
2017-08-15,33,False
2017-08-16,36,False
2017-08-17,24,False
2017-08-18,37,False
2017-08-19,27,False
2017-08-20,0,False
2017-08-21,35,False
2017-08-22,71,False
2017-08-23,24,False
2017-08-24,88,False
2017-08-25,100,False
2017-08-26,28,False
2017-08-27,27,False
2017-08-28,32,False
2017-08-29,55,False
2017-08-30,39,False
2017-08-31,40,False
