date,QCOM stock,isPartial
2017-04-01,11,False
2017-04-02,6,False
2017-04-03,35,False
2017-04-04,45,False
2017-04-05,49,False
2017-04-06,55,False
2017-04-07,21,False
2017-04-08,12,False
2017-04-09,6,False
2017-04-10,25,False
2017-04-11,56,False
2017-04-12,51,False
2017-04-13,32,False
2017-04-14,23,False
2017-04-15,6,False
2017-04-16,18,False
2017-04-17,26,False
2017-04-18,69,False
2017-04-19,94,False
2017-04-20,100,False
2017-04-21,63,False
2017-04-22,17,False
2017-04-23,17,False
2017-04-24,40,False
2017-04-25,64,False
2017-04-26,39,False
2017-04-27,45,False
2017-04-28,98,False
2017-04-29,41,False
2017-04-30,18,False
