date,HAS stock,isPartial
2014-08-01,87,False
2014-08-02,60,False
2014-08-03,84,False
2014-08-04,89,False
2014-08-05,92,False
2014-08-06,60,False
2014-08-07,86,False
2014-08-08,67,False
2014-08-09,72,False
2014-08-10,56,False
2014-08-11,63,False
2014-08-12,84,False
2014-08-13,55,False
2014-08-14,60,False
2014-08-15,68,False
2014-08-16,40,False
2014-08-17,63,False
2014-08-18,53,False
2014-08-19,62,False
2014-08-20,82,False
2014-08-21,52,False
2014-08-22,75,False
2014-08-23,58,False
2014-08-24,100,False
2014-08-25,70,False
2014-08-26,92,False
2014-08-27,64,False
2014-08-28,78,False
2014-08-29,78,False
2014-08-30,77,False
2014-08-31,57,False
