date,TSLA stock,isPartial
2014-09-01,7,False
2014-09-02,81,False
2014-09-03,100,False
2014-09-04,65,False
2014-09-05,79,False
2014-09-06,37,False
2014-09-07,11,False
2014-09-08,63,False
2014-09-09,69,False
2014-09-10,54,False
2014-09-11,53,False
2014-09-12,52,False
2014-09-13,19,False
2014-09-14,4,False
2014-09-15,95,False
2014-09-16,89,False
2014-09-17,94,False
2014-09-18,72,False
2014-09-19,83,False
2014-09-20,17,False
2014-09-21,9,False
2014-09-22,63,False
2014-09-23,81,False
2014-09-24,65,False
2014-09-25,50,False
2014-09-26,45,False
2014-09-27,17,False
2014-09-28,11,False
2014-09-29,30,False
2014-09-30,61,False
