date,DIS stock,isPartial
2018-08-01,13,False
2018-08-02,15,False
2018-08-03,25,False
2018-08-04,8,False
2018-08-05,5,False
2018-08-06,45,False
2018-08-07,100,False
2018-08-08,73,False
2018-08-09,29,False
2018-08-10,24,False
2018-08-11,7,False
2018-08-12,1,False
2018-08-13,15,False
2018-08-14,26,False
2018-08-15,21,False
2018-08-16,25,False
2018-08-17,17,False
2018-08-18,5,False
2018-08-19,3,False
2018-08-20,19,False
2018-08-21,20,False
2018-08-22,16,False
2018-08-23,10,False
2018-08-24,20,False
2018-08-25,8,False
2018-08-26,4,False
2018-08-27,11,False
2018-08-28,13,False
2018-08-29,9,False
2018-08-30,10,False
2018-08-31,17,False
