date,SBUX stock,isPartial
2015-01-01,41,False
2015-01-02,23,False
2015-01-03,12,False
2015-01-04,12,False
2015-01-05,37,False
2015-01-06,37,False
2015-01-07,21,False
2015-01-08,31,False
2015-01-09,27,False
2015-01-10,24,False
2015-01-11,12,False
2015-01-12,10,False
2015-01-13,66,False
2015-01-14,51,False
2015-01-15,36,False
2015-01-16,21,False
2015-01-17,0,False
2015-01-18,12,False
2015-01-19,10,False
2015-01-20,40,False
2015-01-21,40,False
2015-01-22,56,False
2015-01-23,100,False
2015-01-24,24,False
2015-01-25,0,False
2015-01-26,55,False
2015-01-27,60,False
2015-01-28,30,False
2015-01-29,51,False
2015-01-30,31,False
2015-01-31,12,False
