date,NFLX stock,isPartial
2017-01-01,2,False
2017-01-02,2,False
2017-01-03,16,False
2017-01-04,28,False
2017-01-05,20,False
2017-01-06,27,False
2017-01-07,5,False
2017-01-08,0,False
2017-01-09,19,False
2017-01-10,19,False
2017-01-11,13,False
2017-01-12,10,False
2017-01-13,11,False
2017-01-14,10,False
2017-01-15,5,False
2017-01-16,18,False
2017-01-17,38,False
2017-01-18,73,False
2017-01-19,100,False
2017-01-20,49,False
2017-01-21,10,False
2017-01-22,7,False
2017-01-23,31,False
2017-01-24,15,False
2017-01-25,30,False
2017-01-26,28,False
2017-01-27,26,False
2017-01-28,3,False
2017-01-29,7,False
2017-01-30,16,False
2017-01-31,16,False
