date,AMZN stock,isPartial
2015-03-01,22,False
2015-03-02,66,False
2015-03-03,70,False
2015-03-04,67,False
2015-03-05,62,False
2015-03-06,95,False
2015-03-07,62,False
2015-03-08,11,False
2015-03-09,66,False
2015-03-10,85,False
2015-03-11,90,False
2015-03-12,53,False
2015-03-13,49,False
2015-03-14,22,False
2015-03-15,22,False
2015-03-16,62,False
2015-03-17,47,False
2015-03-18,52,False
2015-03-19,52,False
2015-03-20,68,False
2015-03-21,17,False
2015-03-22,11,False
2015-03-23,19,False
2015-03-24,19,False
2015-03-25,42,False
2015-03-26,39,False
2015-03-27,40,False
2015-03-28,30,False
2015-03-29,17,False
2015-03-30,52,False
2015-03-31,100,False
