date,WMT stock,isPartial
2016-06-01,73,False
2016-06-02,45,False
2016-06-03,59,False
2016-06-04,15,False
2016-06-05,18,False
2016-06-06,63,False
2016-06-07,60,False
2016-06-08,51,False
2016-06-09,48,False
2016-06-10,53,False
2016-06-11,18,False
2016-06-12,0,False
2016-06-13,34,False
2016-06-14,59,False
2016-06-15,60,False
2016-06-16,69,False
2016-06-17,26,False
2016-06-18,15,False
2016-06-19,11,False
2016-06-20,53,False
2016-06-21,53,False
2016-06-22,35,False
2016-06-23,62,False
2016-06-24,100,False
2016-06-25,23,False
2016-06-26,15,False
2016-06-27,66,False
2016-06-28,76,False
2016-06-29,58,False
2016-06-30,78,False
