date,WDC stock,isPartial
2016-04-01,72,False
2016-04-02,35,False
2016-04-03,17,False
2016-04-04,30,False
2016-04-05,60,False
2016-04-06,65,False
2016-04-07,50,False
2016-04-08,39,False
2016-04-09,23,False
2016-04-10,0,False
2016-04-11,60,False
2016-04-12,79,False
2016-04-13,50,False
2016-04-14,86,False
2016-04-15,63,False
2016-04-16,26,False
2016-04-17,29,False
2016-04-18,35,False
2016-04-19,64,False
2016-04-20,50,False
2016-04-21,38,False
2016-04-22,47,False
2016-04-23,17,False
2016-04-24,25,False
2016-04-25,49,False
2016-04-26,29,False
2016-04-27,35,False
2016-04-28,97,False
2016-04-29,100,False
2016-04-30,35,False
