date,MU stock,isPartial
2016-01-01,23,False
2016-01-02,11,False
2016-01-03,10,False
2016-01-04,43,False
2016-01-05,61,False
2016-01-06,74,False
2016-01-07,70,False
2016-01-08,75,False
2016-01-09,27,False
2016-01-10,30,False
2016-01-11,68,False
2016-01-12,41,False
2016-01-13,39,False
2016-01-14,62,False
2016-01-15,56,False
2016-01-16,26,False
2016-01-17,26,False
2016-01-18,18,False
2016-01-19,45,False
2016-01-20,84,False
2016-01-21,100,False
2016-01-22,97,False
2016-01-23,31,False
2016-01-24,20,False
2016-01-25,59,False
2016-01-26,77,False
2016-01-27,59,False
2016-01-28,42,False
2016-01-29,68,False
2016-01-30,17,False
2016-01-31,20,False
