date,SIRI stock,isPartial
2014-03-01,24,False
2014-03-02,27,False
2014-03-03,68,False
2014-03-04,72,False
2014-03-05,89,False
2014-03-06,77,False
2014-03-07,78,False
2014-03-08,16,False
2014-03-09,21,False
2014-03-10,48,False
2014-03-11,100,False
2014-03-12,100,False
2014-03-13,60,False
2014-03-14,81,False
2014-03-15,31,False
2014-03-16,36,False
2014-03-17,80,False
2014-03-18,62,False
2014-03-19,71,False
2014-03-20,78,False
2014-03-21,86,False
2014-03-22,21,False
2014-03-23,27,False
2014-03-24,58,False
2014-03-25,98,False
2014-03-26,56,False
2014-03-27,81,False
2014-03-28,77,False
2014-03-29,17,False
2014-03-30,28,False
2014-03-31,67,False
