date,SYMC stock,isPartial
2017-11-01,100,False
2017-11-02,80,False
2017-11-03,69,False
2017-11-04,83,False
2017-11-05,20,False
2017-11-06,24,False
2017-11-07,35,False
2017-11-08,36,False
2017-11-09,54,False
2017-11-10,56,False
2017-11-11,21,False
2017-11-12,20,False
2017-11-13,44,False
2017-11-14,35,False
2017-11-15,36,False
2017-11-16,27,False
2017-11-17,37,False
2017-11-18,31,False
2017-11-19,0,False
2017-11-20,30,False
2017-11-21,35,False
2017-11-22,36,False
2017-11-23,18,False
2017-11-24,25,False
2017-11-25,0,False
2017-11-26,20,False
2017-11-27,35,False
2017-11-28,17,False
2017-11-29,0,False
2017-11-30,36,False
