date,BA stock,isPartial
2014-04-01,60,False
2014-04-02,74,False
2014-04-03,47,False
2014-04-04,77,False
2014-04-05,16,False
2014-04-06,16,False
2014-04-07,79,False
2014-04-08,60,False
2014-04-09,47,False
2014-04-10,82,False
2014-04-11,100,False
2014-04-12,41,False
2014-04-13,32,False
2014-04-14,81,False
2014-04-15,60,False
2014-04-16,55,False
2014-04-17,65,False
2014-04-18,31,False
2014-04-19,51,False
2014-04-20,17,False
2014-04-21,94,False
2014-04-22,33,False
2014-04-23,54,False
2014-04-24,75,False
2014-04-25,100,False
2014-04-26,16,False
2014-04-27,54,False
2014-04-28,73,False
2014-04-29,79,False
2014-04-30,82,False
