date,AMZN stock,isPartial
2014-09-01,17,False
2014-09-02,6,False
2014-09-03,40,False
2014-09-04,80,False
2014-09-05,42,False
2014-09-06,14,False
2014-09-07,0,False
2014-09-08,28,False
2014-09-09,100,False
2014-09-10,62,False
2014-09-11,22,False
2014-09-12,18,False
2014-09-13,27,False
2014-09-14,7,False
2014-09-15,28,False
2014-09-16,40,False
2014-09-17,28,False
2014-09-18,46,False
2014-09-19,30,False
2014-09-20,47,False
2014-09-21,7,False
2014-09-22,34,False
2014-09-23,17,False
2014-09-24,39,False
2014-09-25,74,False
2014-09-26,6,False
2014-09-27,0,False
2014-09-28,0,False
2014-09-29,50,False
2014-09-30,28,False
