date,SIRI stock,isPartial
2012-03-01,46,False
2012-03-02,86,False
2012-03-03,22,False
2012-03-04,16,False
2012-03-05,59,False
2012-03-06,83,False
2012-03-07,57,False
2012-03-08,100,False
2012-03-09,46,False
2012-03-10,27,False
2012-03-11,31,False
2012-03-12,61,False
2012-03-13,70,False
2012-03-14,48,False
2012-03-15,67,False
2012-03-16,60,False
2012-03-17,22,False
2012-03-18,11,False
2012-03-19,79,False
2012-03-20,57,False
2012-03-21,70,False
2012-03-22,31,False
2012-03-23,43,False
2012-03-24,27,False
2012-03-25,22,False
2012-03-26,44,False
2012-03-27,26,False
2012-03-28,62,False
2012-03-29,63,False
2012-03-30,47,False
2012-03-31,27,False
