date,GOOG stock,isPartial
2018-01-01,20,False
2018-01-02,54,False
2018-01-03,55,False
2018-01-04,73,False
2018-01-05,68,False
2018-01-06,42,False
2018-01-07,17,False
2018-01-08,61,False
2018-01-09,56,False
2018-01-10,67,False
2018-01-11,68,False
2018-01-12,69,False
2018-01-13,32,False
2018-01-14,19,False
2018-01-15,45,False
2018-01-16,62,False
2018-01-17,56,False
2018-01-18,77,False
2018-01-19,61,False
2018-01-20,18,False
2018-01-21,25,False
2018-01-22,67,False
2018-01-23,83,False
2018-01-24,76,False
2018-01-25,57,False
2018-01-26,98,False
2018-01-27,33,False
2018-01-28,21,False
2018-01-29,88,False
2018-01-30,100,False
2018-01-31,92,False
