date,COST stock,isPartial
2013-11-01,78,False
2013-11-02,51,False
2013-11-03,50,False
2013-11-04,81,False
2013-11-05,84,False
2013-11-06,80,False
2013-11-07,96,False
2013-11-08,73,False
2013-11-09,54,False
2013-11-10,52,False
2013-11-11,82,False
2013-11-12,85,False
2013-11-13,89,False
2013-11-14,100,False
2013-11-15,84,False
2013-11-16,46,False
2013-11-17,59,False
2013-11-18,81,False
2013-11-19,84,False
2013-11-20,88,False
2013-11-21,86,False
2013-11-22,54,False
2013-11-23,68,False
2013-11-24,62,False
2013-11-25,88,False
2013-11-26,74,False
2013-11-27,82,False
2013-11-28,52,False
2013-11-29,59,False
2013-11-30,47,False
