date,MDLZ stock,isPartial
2018-02-01,75,False
2018-02-02,35,False
2018-02-03,29,False
2018-02-04,56,False
2018-02-05,41,False
2018-02-06,41,False
2018-02-07,33,False
2018-02-08,50,False
2018-02-09,52,False
2018-02-10,43,False
2018-02-11,0,False
2018-02-12,51,False
2018-02-13,34,False
2018-02-14,100,False
2018-02-15,51,False
2018-02-16,78,False
2018-02-17,29,False
2018-02-18,0,False
2018-02-19,25,False
2018-02-20,24,False
2018-02-21,25,False
2018-02-22,41,False
2018-02-23,77,False
2018-02-24,43,False
2018-02-25,28,False
2018-02-26,48,False
2018-02-27,61,False
2018-02-28,0,False
