date,GOOG stock,isPartial
2013-09-01,7,False
2013-09-02,11,False
2013-09-03,71,False
2013-09-04,66,False
2013-09-05,68,False
2013-09-06,52,False
2013-09-07,87,False
2013-09-08,38,False
2013-09-09,59,False
2013-09-10,75,False
2013-09-11,66,False
2013-09-12,71,False
2013-09-13,62,False
2013-09-14,52,False
2013-09-15,32,False
2013-09-16,49,False
2013-09-17,65,False
2013-09-18,54,False
2013-09-19,100,False
2013-09-20,52,False
2013-09-21,39,False
2013-09-22,38,False
2013-09-23,70,False
2013-09-24,86,False
2013-09-25,71,False
2013-09-26,67,False
2013-09-27,75,False
2013-09-28,13,False
2013-09-29,51,False
2013-09-30,59,False
