date,MU stock,isPartial
2015-12-01,12,False
2015-12-02,25,False
2015-12-03,28,False
2015-12-04,35,False
2015-12-05,22,False
2015-12-06,5,False
2015-12-07,17,False
2015-12-08,25,False
2015-12-09,25,False
2015-12-10,20,False
2015-12-11,22,False
2015-12-12,5,False
2015-12-13,10,False
2015-12-14,33,False
2015-12-15,23,False
2015-12-16,20,False
2015-12-17,45,False
2015-12-18,34,False
2015-12-19,8,False
2015-12-20,5,False
2015-12-21,22,False
2015-12-22,56,False
2015-12-23,40,False
2015-12-24,28,False
2015-12-25,17,False
2015-12-26,100,False
2015-12-27,7,False
2015-12-28,23,False
2015-12-29,18,False
2015-12-30,26,False
2015-12-31,17,False
