date,COST stock,isPartial
2016-04-01,81,False
2016-04-02,62,False
2016-04-03,52,False
2016-04-04,87,False
2016-04-05,82,False
2016-04-06,78,False
2016-04-07,76,False
2016-04-08,75,False
2016-04-09,50,False
2016-04-10,73,False
2016-04-11,94,False
2016-04-12,94,False
2016-04-13,100,False
2016-04-14,74,False
2016-04-15,64,False
2016-04-16,56,False
2016-04-17,61,False
2016-04-18,82,False
2016-04-19,66,False
2016-04-20,74,False
2016-04-21,63,False
2016-04-22,59,False
2016-04-23,42,False
2016-04-24,56,False
2016-04-25,73,False
2016-04-26,72,False
2016-04-27,96,False
2016-04-28,83,False
2016-04-29,78,False
2016-04-30,37,False
