date,HAS stock,isPartial
2013-07-01,73,False
2013-07-02,70,False
2013-07-03,65,False
2013-07-04,50,False
2013-07-05,32,False
2013-07-06,52,False
2013-07-07,70,False
2013-07-08,53,False
2013-07-09,70,False
2013-07-10,65,False
2013-07-11,57,False
2013-07-12,100,False
2013-07-13,69,False
2013-07-14,39,False
2013-07-15,74,False
2013-07-16,74,False
2013-07-17,69,False
2013-07-18,67,False
2013-07-19,66,False
2013-07-20,51,False
2013-07-21,48,False
2013-07-22,71,False
2013-07-23,81,False
2013-07-24,71,False
2013-07-25,84,False
2013-07-26,81,False
2013-07-27,80,False
2013-07-28,57,False
2013-07-29,52,False
2013-07-30,70,False
2013-07-31,59,False
