date,ADBE stock,isPartial
2017-05-01,26,False
2017-05-02,83,False
2017-05-03,48,False
2017-05-04,48,False
2017-05-05,50,False
2017-05-06,27,False
2017-05-07,28,False
2017-05-08,48,False
2017-05-09,47,False
2017-05-10,59,False
2017-05-11,73,False
2017-05-12,63,False
2017-05-13,28,False
2017-05-14,0,False
2017-05-15,63,False
2017-05-16,51,False
2017-05-17,26,False
2017-05-18,38,False
2017-05-19,81,False
2017-05-20,0,False
2017-05-21,0,False
2017-05-22,0,False
2017-05-23,100,False
2017-05-24,26,False
2017-05-25,52,False
2017-05-26,96,False
2017-05-27,31,False
2017-05-28,31,False
2017-05-29,26,False
2017-05-30,75,False
2017-05-31,50,False
