date,SYMC stock,isPartial
2014-09-01,39,False
2014-09-02,50,False
2014-09-03,100,False
2014-09-04,38,False
2014-09-05,66,False
2014-09-06,46,False
2014-09-07,0,False
2014-09-08,56,False
2014-09-09,37,False
2014-09-10,56,False
2014-09-11,63,False
2014-09-12,39,False
2014-09-13,0,False
2014-09-14,0,False
2014-09-15,75,False
2014-09-16,74,False
2014-09-17,38,False
2014-09-18,38,False
2014-09-19,40,False
2014-09-20,0,False
2014-09-21,44,False
2014-09-22,37,False
2014-09-23,37,False
2014-09-24,37,False
2014-09-25,0,False
2014-09-26,39,False
2014-09-27,0,False
2014-09-28,0,False
2014-09-29,37,False
2014-09-30,37,False
