date,GS stock,isPartial
2015-03-01,49,False
2015-03-02,47,False
2015-03-03,76,False
2015-03-04,71,False
2015-03-05,77,False
2015-03-06,90,False
2015-03-07,68,False
2015-03-08,45,False
2015-03-09,48,False
2015-03-10,71,False
2015-03-11,71,False
2015-03-12,77,False
2015-03-13,100,False
2015-03-14,100,False
2015-03-15,65,False
2015-03-16,38,False
2015-03-17,38,False
2015-03-18,72,False
2015-03-19,47,False
2015-03-20,44,False
2015-03-21,0,False
2015-03-22,33,False
2015-03-23,42,False
2015-03-24,56,False
2015-03-25,84,False
2015-03-26,99,False
2015-03-27,59,False
2015-03-28,36,False
2015-03-29,35,False
2015-03-30,57,False
2015-03-31,85,False
