date,CTSH stock,isPartial
2018-01-01,68,False
2018-01-02,64,False
2018-01-03,55,False
2018-01-04,75,False
2018-01-05,44,False
2018-01-06,21,False
2018-01-07,41,False
2018-01-08,72,False
2018-01-09,90,False
2018-01-10,61,False
2018-01-11,36,False
2018-01-12,88,False
2018-01-13,63,False
2018-01-14,20,False
2018-01-15,42,False
2018-01-16,62,False
2018-01-17,76,False
2018-01-18,96,False
2018-01-19,100,False
2018-01-20,31,False
2018-01-21,20,False
2018-01-22,88,False
2018-01-23,35,False
2018-01-24,88,False
2018-01-25,60,False
2018-01-26,56,False
2018-01-27,0,False
2018-01-28,20,False
2018-01-29,53,False
2018-01-30,77,False
2018-01-31,83,False
