date,PFE stock,isPartial
2014-02-01,43,False
2014-02-02,0,False
2014-02-03,18,False
2014-02-04,54,False
2014-02-05,73,False
2014-02-06,100,False
2014-02-07,81,False
2014-02-08,0,False
2014-02-09,0,False
2014-02-10,0,False
2014-02-11,18,False
2014-02-12,36,False
2014-02-13,55,False
2014-02-14,19,False
2014-02-15,0,False
2014-02-16,0,False
2014-02-17,0,False
2014-02-18,72,False
2014-02-19,18,False
2014-02-20,56,False
2014-02-21,57,False
2014-02-22,21,False
2014-02-23,0,False
2014-02-24,36,False
2014-02-25,37,False
2014-02-26,72,False
2014-02-27,18,False
2014-02-28,19,False
