date,AAPL stock,isPartial
2013-06-01,33,False
2013-06-02,8,False
2013-06-03,66,False
2013-06-04,56,False
2013-06-05,56,False
2013-06-06,50,False
2013-06-07,51,False
2013-06-08,29,False
2013-06-09,8,False
2013-06-10,100,False
2013-06-11,89,False
2013-06-12,57,False
2013-06-13,54,False
2013-06-14,56,False
2013-06-15,27,False
2013-06-16,12,False
2013-06-17,56,False
2013-06-18,54,False
2013-06-19,49,False
2013-06-20,72,False
2013-06-21,54,False
2013-06-22,29,False
2013-06-23,18,False
2013-06-24,54,False
2013-06-25,64,False
2013-06-26,56,False
2013-06-27,65,False
2013-06-28,65,False
2013-06-29,25,False
2013-06-30,23,False
