date,EA stock,isPartial
2018-10-01,54,False
2018-10-02,45,False
2018-10-03,37,False
2018-10-04,41,False
2018-10-05,43,False
2018-10-06,13,False
2018-10-07,13,False
2018-10-08,29,False
2018-10-09,36,False
2018-10-10,50,False
2018-10-11,51,False
2018-10-12,39,False
2018-10-13,15,False
2018-10-14,13,False
2018-10-15,47,False
2018-10-16,46,False
2018-10-17,39,False
2018-10-18,37,False
2018-10-19,32,False
2018-10-20,17,False
2018-10-21,17,False
2018-10-22,35,False
2018-10-23,51,False
2018-10-24,48,False
2018-10-25,65,False
2018-10-26,35,False
2018-10-27,15,False
2018-10-28,16,False
2018-10-29,47,False
2018-10-30,100,False
2018-10-31,73,False
