date,WDC stock,isPartial
2015-08-01,53,False
2015-08-02,52,False
2015-08-03,76,False
2015-08-04,32,False
2015-08-05,66,False
2015-08-06,44,False
2015-08-07,23,False
2015-08-08,0,False
2015-08-09,0,False
2015-08-10,54,False
2015-08-11,32,False
2015-08-12,33,False
2015-08-13,22,False
2015-08-14,90,False
2015-08-15,52,False
2015-08-16,26,False
2015-08-17,43,False
2015-08-18,96,False
2015-08-19,32,False
2015-08-20,43,False
2015-08-21,100,False
2015-08-22,51,False
2015-08-23,25,False
2015-08-24,52,False
2015-08-25,42,False
2015-08-26,32,False
2015-08-27,43,False
2015-08-28,55,False
2015-08-29,25,False
2015-08-30,0,False
2015-08-31,42,False
