date,TXN stock,isPartial
2015-03-01,0,False
2015-03-02,94,False
2015-03-03,47,False
2015-03-04,96,False
2015-03-05,72,False
2015-03-06,50,False
2015-03-07,57,False
2015-03-08,0,False
2015-03-09,48,False
2015-03-10,95,False
2015-03-11,95,False
2015-03-12,48,False
2015-03-13,100,False
2015-03-14,56,False
2015-03-15,55,False
2015-03-16,48,False
2015-03-17,96,False
2015-03-18,72,False
2015-03-19,71,False
2015-03-20,49,False
2015-03-21,57,False
2015-03-22,0,False
2015-03-23,0,False
2015-03-24,0,False
2015-03-25,70,False
2015-03-26,55,False
2015-03-27,75,False
2015-03-28,0,False
2015-03-29,0,False
2015-03-30,48,False
2015-03-31,48,False
