date,TSLA stock,isPartial
2013-12-01,11,False
2013-12-02,51,False
2013-12-03,85,False
2013-12-04,100,False
2013-12-05,69,False
2013-12-06,43,False
2013-12-07,12,False
2013-12-08,10,False
2013-12-09,44,False
2013-12-10,36,False
2013-12-11,42,False
2013-12-12,50,False
2013-12-13,55,False
2013-12-14,13,False
2013-12-15,11,False
2013-12-16,52,False
2013-12-17,53,False
2013-12-18,47,False
2013-12-19,50,False
2013-12-20,54,False
2013-12-21,25,False
2013-12-22,11,False
2013-12-23,27,False
2013-12-24,54,False
2013-12-25,31,False
2013-12-26,52,False
2013-12-27,41,False
2013-12-28,21,False
2013-12-29,14,False
2013-12-30,53,False
2013-12-31,44,False
