date,MSFT stock,isPartial
2016-01-01,10,False
2016-01-02,9,False
2016-01-03,11,False
2016-01-04,41,False
2016-01-05,40,False
2016-01-06,34,False
2016-01-07,47,False
2016-01-08,44,False
2016-01-09,12,False
2016-01-10,11,False
2016-01-11,30,False
2016-01-12,30,False
2016-01-13,47,False
2016-01-14,33,False
2016-01-15,45,False
2016-01-16,13,False
2016-01-17,7,False
2016-01-18,12,False
2016-01-19,34,False
2016-01-20,39,False
2016-01-21,41,False
2016-01-22,33,False
2016-01-23,13,False
2016-01-24,10,False
2016-01-25,33,False
2016-01-26,29,False
2016-01-27,36,False
2016-01-28,88,False
2016-01-29,100,False
2016-01-30,23,False
2016-01-31,13,False
