date,SYMC stock,isPartial
2016-10-01,38,False
2016-10-02,28,False
2016-10-03,25,False
2016-10-04,49,False
2016-10-05,49,False
2016-10-06,37,False
2016-10-07,26,False
2016-10-08,29,False
2016-10-09,56,False
2016-10-10,100,False
2016-10-11,41,False
2016-10-12,88,False
2016-10-13,37,False
2016-10-14,65,False
2016-10-15,0,False
2016-10-16,0,False
2016-10-17,24,False
2016-10-18,32,False
2016-10-19,41,False
2016-10-20,49,False
2016-10-21,38,False
2016-10-22,29,False
2016-10-23,28,False
2016-10-24,24,False
2016-10-25,24,False
2016-10-26,41,False
2016-10-27,37,False
2016-10-28,35,False
2016-10-29,29,False
2016-10-30,28,False
2016-10-31,25,False
