date,DIS stock,isPartial
2015-04-01,40,False
2015-04-02,59,False
2015-04-03,32,False
2015-04-04,0,False
2015-04-05,14,False
2015-04-06,36,False
2015-04-07,28,False
2015-04-08,50,False
2015-04-09,45,False
2015-04-10,24,False
2015-04-11,13,False
2015-04-12,7,False
2015-04-13,50,False
2015-04-14,33,False
2015-04-15,73,False
2015-04-16,50,False
2015-04-17,58,False
2015-04-18,13,False
2015-04-19,13,False
2015-04-20,38,False
2015-04-21,50,False
2015-04-22,28,False
2015-04-23,51,False
2015-04-24,47,False
2015-04-25,33,False
2015-04-26,13,False
2015-04-27,100,False
2015-04-28,72,False
2015-04-29,49,False
2015-04-30,74,False
