date,ODP stock,isPartial
2015-01-01,0,False
2015-01-02,57,False
2015-01-03,0,False
2015-01-04,58,False
2015-01-05,0,False
2015-01-06,76,False
2015-01-07,100,False
2015-01-08,0,False
2015-01-09,51,False
2015-01-10,0,False
2015-01-11,0,False
2015-01-12,0,False
2015-01-13,0,False
2015-01-14,49,False
2015-01-15,0,False
2015-01-16,0,False
2015-01-17,0,False
2015-01-18,0,False
2015-01-19,0,False
2015-01-20,0,False
2015-01-21,0,False
2015-01-22,49,False
2015-01-23,0,False
2015-01-24,0,False
2015-01-25,0,False
2015-01-26,0,False
2015-01-27,72,False
2015-01-28,48,False
2015-01-29,98,False
2015-01-30,50,False
2015-01-31,57,False
