date,SBUX stock,isPartial
2014-05-01,100,False
2014-05-02,65,False
2014-05-03,32,False
2014-05-04,0,False
2014-05-05,49,False
2014-05-06,48,False
2014-05-07,54,False
2014-05-08,64,False
2014-05-09,63,False
2014-05-10,21,False
2014-05-11,21,False
2014-05-12,59,False
2014-05-13,89,False
2014-05-14,72,False
2014-05-15,67,False
2014-05-16,50,False
2014-05-17,55,False
2014-05-18,22,False
2014-05-19,30,False
2014-05-20,66,False
2014-05-21,33,False
2014-05-22,47,False
2014-05-23,55,False
2014-05-24,0,False
2014-05-25,24,False
2014-05-26,30,False
2014-05-27,84,False
2014-05-28,33,False
2014-05-29,61,False
2014-05-30,56,False
2014-05-31,24,False
