date,BA stock,isPartial
2016-04-01,53,False
2016-04-02,37,False
2016-04-03,9,False
2016-04-04,46,False
2016-04-05,73,False
2016-04-06,41,False
2016-04-07,44,False
2016-04-08,54,False
2016-04-09,28,False
2016-04-10,18,False
2016-04-11,65,False
2016-04-12,62,False
2016-04-13,76,False
2016-04-14,88,False
2016-04-15,51,False
2016-04-16,19,False
2016-04-17,12,False
2016-04-18,46,False
2016-04-19,43,False
2016-04-20,43,False
2016-04-21,75,False
2016-04-22,43,False
2016-04-23,19,False
2016-04-24,21,False
2016-04-25,48,False
2016-04-26,43,False
2016-04-27,100,False
2016-04-28,86,False
2016-04-29,65,False
2016-04-30,10,False
