date,HD stock,isPartial
2012-05-01,75,False
2012-05-02,57,False
2012-05-03,100,False
2012-05-04,50,False
2012-05-05,64,False
2012-05-06,62,False
2012-05-07,36,False
2012-05-08,46,False
2012-05-09,26,False
2012-05-10,42,False
2012-05-11,66,False
2012-05-12,38,False
2012-05-13,38,False
2012-05-14,77,False
2012-05-15,66,False
2012-05-16,36,False
2012-05-17,43,False
2012-05-18,83,False
2012-05-19,33,False
2012-05-20,19,False
2012-05-21,72,False
2012-05-22,51,False
2012-05-23,31,False
2012-05-24,58,False
2012-05-25,61,False
2012-05-26,53,False
2012-05-27,27,False
2012-05-28,49,False
2012-05-29,66,False
2012-05-30,62,False
2012-05-31,31,False
