date,GOOG stock,isPartial
2016-10-01,6,False
2016-10-02,7,False
2016-10-03,21,False
2016-10-04,41,False
2016-10-05,32,False
2016-10-06,19,False
2016-10-07,33,False
2016-10-08,7,False
2016-10-09,4,False
2016-10-10,28,False
2016-10-11,28,False
2016-10-12,29,False
2016-10-13,32,False
2016-10-14,30,False
2016-10-15,9,False
2016-10-16,11,False
2016-10-17,20,False
2016-10-18,38,False
2016-10-19,41,False
2016-10-20,26,False
2016-10-21,41,False
2016-10-22,12,False
2016-10-23,10,False
2016-10-24,36,False
2016-10-25,43,False
2016-10-26,34,False
2016-10-27,100,False
2016-10-28,79,False
2016-10-29,28,False
2016-10-30,10,False
2016-10-31,41,False
