date,EA stock,isPartial
2013-11-01,65,False
2013-11-02,26,False
2013-11-03,28,False
2013-11-04,65,False
2013-11-05,42,False
2013-11-06,48,False
2013-11-07,49,False
2013-11-08,28,False
2013-11-09,45,False
2013-11-10,37,False
2013-11-11,32,False
2013-11-12,37,False
2013-11-13,43,False
2013-11-14,43,False
2013-11-15,85,False
2013-11-16,67,False
2013-11-17,19,False
2013-11-18,53,False
2013-11-19,100,False
2013-11-20,48,False
2013-11-21,54,False
2013-11-22,78,False
2013-11-23,28,False
2013-11-24,0,False
2013-11-25,57,False
2013-11-26,52,False
2013-11-27,80,False
2013-11-28,57,False
2013-11-29,17,False
2013-11-30,28,False
