date,MSFT stock,isPartial
2013-01-01,10,False
2013-01-02,58,False
2013-01-03,56,False
2013-01-04,42,False
2013-01-05,13,False
2013-01-06,21,False
2013-01-07,55,False
2013-01-08,69,False
2013-01-09,25,False
2013-01-10,51,False
2013-01-11,41,False
2013-01-12,17,False
2013-01-13,12,False
2013-01-14,39,False
2013-01-15,42,False
2013-01-16,50,False
2013-01-17,50,False
2013-01-18,30,False
2013-01-19,8,False
2013-01-20,12,False
2013-01-21,17,False
2013-01-22,42,False
2013-01-23,56,False
2013-01-24,100,False
2013-01-25,70,False
2013-01-26,34,False
2013-01-27,8,False
2013-01-28,49,False
2013-01-29,31,False
2013-01-30,49,False
2013-01-31,57,False
