date,MSFT stock,isPartial
2017-12-01,49,False
2017-12-02,18,False
2017-12-03,13,False
2017-12-04,100,False
2017-12-05,79,False
2017-12-06,76,False
2017-12-07,73,False
2017-12-08,72,False
2017-12-09,27,False
2017-12-10,10,False
2017-12-11,57,False
2017-12-12,85,False
2017-12-13,68,False
2017-12-14,82,False
2017-12-15,88,False
2017-12-16,33,False
2017-12-17,18,False
2017-12-18,76,False
2017-12-19,65,False
2017-12-20,86,False
2017-12-21,76,False
2017-12-22,68,False
2017-12-23,24,False
2017-12-24,13,False
2017-12-25,12,False
2017-12-26,63,False
2017-12-27,59,False
2017-12-28,76,False
2017-12-29,63,False
2017-12-30,21,False
2017-12-31,14,False
