date,MSFT stock,isPartial
2016-02-01,45,False
2016-02-02,88,False
2016-02-03,76,False
2016-02-04,53,False
2016-02-05,98,False
2016-02-06,48,False
2016-02-07,11,False
2016-02-08,92,False
2016-02-09,100,False
2016-02-10,69,False
2016-02-11,75,False
2016-02-12,74,False
2016-02-13,14,False
2016-02-14,13,False
2016-02-15,26,False
2016-02-16,64,False
2016-02-17,64,False
2016-02-18,52,False
2016-02-19,42,False
2016-02-20,19,False
2016-02-21,5,False
2016-02-22,51,False
2016-02-23,40,False
2016-02-24,38,False
2016-02-25,62,False
2016-02-26,47,False
2016-02-27,14,False
2016-02-28,16,False
2016-02-29,48,False
