date,AMZN stock,isPartial
2013-10-01,16,False
2013-10-02,17,False
2013-10-03,21,False
2013-10-04,22,False
2013-10-05,10,False
2013-10-06,0,False
2013-10-07,8,False
2013-10-08,16,False
2013-10-09,25,False
2013-10-10,21,False
2013-10-11,13,False
2013-10-12,0,False
2013-10-13,0,False
2013-10-14,17,False
2013-10-15,29,False
2013-10-16,29,False
2013-10-17,13,False
2013-10-18,22,False
2013-10-19,25,False
2013-10-20,5,False
2013-10-21,24,False
2013-10-22,32,False
2013-10-23,41,False
2013-10-24,100,False
2013-10-25,73,False
2013-10-26,44,False
2013-10-27,24,False
2013-10-28,24,False
2013-10-29,20,False
2013-10-30,16,False
2013-10-31,30,False
