date,FB stock,isPartial
2014-05-01,100,False
2014-05-02,77,False
2014-05-03,26,False
2014-05-04,13,False
2014-05-05,56,False
2014-05-06,65,False
2014-05-07,70,False
2014-05-08,66,False
2014-05-09,65,False
2014-05-10,25,False
2014-05-11,16,False
2014-05-12,61,False
2014-05-13,74,False
2014-05-14,57,False
2014-05-15,53,False
2014-05-16,57,False
2014-05-17,21,False
2014-05-18,18,False
2014-05-19,55,False
2014-05-20,70,False
2014-05-21,57,False
2014-05-22,53,False
2014-05-23,66,False
2014-05-24,21,False
2014-05-25,11,False
2014-05-26,17,False
2014-05-27,74,False
2014-05-28,78,False
2014-05-29,65,False
2014-05-30,61,False
2014-05-31,26,False
