date,NFLX stock,isPartial
2016-06-01,74,False
2016-06-02,56,False
2016-06-03,68,False
2016-06-04,12,False
2016-06-05,6,False
2016-06-06,62,False
2016-06-07,50,False
2016-06-08,65,False
2016-06-09,51,False
2016-06-10,65,False
2016-06-11,14,False
2016-06-12,17,False
2016-06-13,78,False
2016-06-14,68,False
2016-06-15,82,False
2016-06-16,62,False
2016-06-17,39,False
2016-06-18,24,False
2016-06-19,6,False
2016-06-20,40,False
2016-06-21,81,False
2016-06-22,52,False
2016-06-23,88,False
2016-06-24,89,False
2016-06-25,9,False
2016-06-26,12,False
2016-06-27,79,False
2016-06-28,100,False
2016-06-29,81,False
2016-06-30,90,False
