date,NFLX stock,isPartial
2017-12-01,69,False
2017-12-02,21,False
2017-12-03,14,False
2017-12-04,86,False
2017-12-05,99,False
2017-12-06,76,False
2017-12-07,69,False
2017-12-08,64,False
2017-12-09,16,False
2017-12-10,5,False
2017-12-11,83,False
2017-12-12,42,False
2017-12-13,60,False
2017-12-14,76,False
2017-12-15,100,False
2017-12-16,12,False
2017-12-17,12,False
2017-12-18,55,False
2017-12-19,51,False
2017-12-20,61,False
2017-12-21,54,False
2017-12-22,34,False
2017-12-23,15,False
2017-12-24,10,False
2017-12-25,5,False
2017-12-26,38,False
2017-12-27,37,False
2017-12-28,81,False
2017-12-29,75,False
2017-12-30,21,False
2017-12-31,15,False
