date,WMT stock,isPartial
2017-01-01,23,False
2017-01-02,13,False
2017-01-03,49,False
2017-01-04,55,False
2017-01-05,56,False
2017-01-06,38,False
2017-01-07,0,False
2017-01-08,14,False
2017-01-09,41,False
2017-01-10,41,False
2017-01-11,100,False
2017-01-12,65,False
2017-01-13,55,False
2017-01-14,28,False
2017-01-15,0,False
2017-01-16,12,False
2017-01-17,53,False
2017-01-18,47,False
2017-01-19,29,False
2017-01-20,37,False
2017-01-21,20,False
2017-01-22,26,False
2017-01-23,70,False
2017-01-24,58,False
2017-01-25,89,False
2017-01-26,87,False
2017-01-27,73,False
2017-01-28,14,False
2017-01-29,7,False
2017-01-30,51,False
2017-01-31,29,False
