date,SIRI stock,isPartial
2016-03-01,67,False
2016-03-02,62,False
2016-03-03,64,False
2016-03-04,87,False
2016-03-05,12,False
2016-03-06,36,False
2016-03-07,73,False
2016-03-08,31,False
2016-03-09,58,False
2016-03-10,59,False
2016-03-11,72,False
2016-03-12,49,False
2016-03-13,48,False
2016-03-14,42,False
2016-03-15,37,False
2016-03-16,100,False
2016-03-17,54,False
2016-03-18,39,False
2016-03-19,24,False
2016-03-20,18,False
2016-03-21,69,False
2016-03-22,97,False
2016-03-23,71,False
2016-03-24,51,False
2016-03-25,24,False
2016-03-26,25,False
2016-03-27,0,False
2016-03-28,44,False
2016-03-29,48,False
2016-03-30,48,False
2016-03-31,53,False
