date,MAT stock,isPartial
2013-07-01,43,False
2013-07-02,0,False
2013-07-03,43,False
2013-07-04,46,False
2013-07-05,94,False
2013-07-06,0,False
2013-07-07,0,False
2013-07-08,44,False
2013-07-09,43,False
2013-07-10,0,False
2013-07-11,44,False
2013-07-12,46,False
2013-07-13,54,False
2013-07-14,53,False
2013-07-15,44,False
2013-07-16,0,False
2013-07-17,66,False
2013-07-18,44,False
2013-07-19,46,False
2013-07-20,54,False
2013-07-21,54,False
2013-07-22,43,False
2013-07-23,85,False
2013-07-24,87,False
2013-07-25,44,False
2013-07-26,69,False
2013-07-27,0,False
2013-07-28,79,False
2013-07-29,100,False
2013-07-30,43,False
2013-07-31,88,False
