date,SIRI stock,isPartial
2016-04-01,44,False
2016-04-02,23,False
2016-04-03,15,False
2016-04-04,49,False
2016-04-05,33,False
2016-04-06,49,False
2016-04-07,49,False
2016-04-08,31,False
2016-04-09,23,False
2016-04-10,17,False
2016-04-11,46,False
2016-04-12,65,False
2016-04-13,49,False
2016-04-14,73,False
2016-04-15,45,False
2016-04-16,23,False
2016-04-17,17,False
2016-04-18,56,False
2016-04-19,68,False
2016-04-20,26,False
2016-04-21,63,False
2016-04-22,65,False
2016-04-23,15,False
2016-04-24,34,False
2016-04-25,74,False
2016-04-26,67,False
2016-04-27,52,False
2016-04-28,100,False
2016-04-29,52,False
2016-04-30,27,False
