date,COST stock,isPartial
2018-05-01,100,False
2018-05-02,84,False
2018-05-03,90,False
2018-05-04,89,False
2018-05-05,73,False
2018-05-06,80,False
2018-05-07,80,False
2018-05-08,83,False
2018-05-09,89,False
2018-05-10,93,False
2018-05-11,86,False
2018-05-12,33,False
2018-05-13,50,False
2018-05-14,65,False
2018-05-15,84,False
2018-05-16,74,False
2018-05-17,76,False
2018-05-18,80,False
2018-05-19,53,False
2018-05-20,51,False
2018-05-21,70,False
2018-05-22,79,False
2018-05-23,73,False
2018-05-24,62,False
2018-05-25,67,False
2018-05-26,51,False
2018-05-27,41,False
2018-05-28,56,False
2018-05-29,63,False
2018-05-30,70,False
2018-05-31,94,False
