date,GOOG stock,isPartial
2016-09-01,39,False
2016-09-02,45,False
2016-09-03,6,False
2016-09-04,12,False
2016-09-05,38,False
2016-09-06,37,False
2016-09-07,44,False
2016-09-08,50,False
2016-09-09,91,False
2016-09-10,19,False
2016-09-11,19,False
2016-09-12,39,False
2016-09-13,69,False
2016-09-14,76,False
2016-09-15,66,False
2016-09-16,89,False
2016-09-17,12,False
2016-09-18,18,False
2016-09-19,42,False
2016-09-20,100,False
2016-09-21,85,False
2016-09-22,65,False
2016-09-23,67,False
2016-09-24,19,False
2016-09-25,36,False
2016-09-26,63,False
2016-09-27,73,False
2016-09-28,42,False
2016-09-29,80,False
2016-09-30,77,False
