date,FB stock,isPartial
2015-09-01,100,False
2015-09-02,83,False
2015-09-03,64,False
2015-09-04,62,False
2015-09-05,29,False
2015-09-06,34,False
2015-09-07,36,False
2015-09-08,69,False
2015-09-09,77,False
2015-09-10,78,False
2015-09-11,71,False
2015-09-12,24,False
2015-09-13,26,False
2015-09-14,52,False
2015-09-15,72,False
2015-09-16,47,False
2015-09-17,62,False
2015-09-18,66,False
2015-09-19,29,False
2015-09-20,25,False
2015-09-21,69,False
2015-09-22,77,False
2015-09-23,58,False
2015-09-24,64,False
2015-09-25,71,False
2015-09-26,27,False
2015-09-27,24,False
2015-09-28,73,False
2015-09-29,73,False
2015-09-30,63,False
