date,BA stock,isPartial
2013-05-01,40,False
2013-05-02,38,False
2013-05-03,58,False
2013-05-04,23,False
2013-05-05,0,False
2013-05-06,56,False
2013-05-07,55,False
2013-05-08,65,False
2013-05-09,29,False
2013-05-10,39,False
2013-05-11,45,False
2013-05-12,66,False
2013-05-13,36,False
2013-05-14,100,False
2013-05-15,18,False
2013-05-16,28,False
2013-05-17,39,False
2013-05-18,45,False
2013-05-19,55,False
2013-05-20,83,False
2013-05-21,36,False
2013-05-22,73,False
2013-05-23,73,False
2013-05-24,58,False
2013-05-25,66,False
2013-05-26,22,False
2013-05-27,19,False
2013-05-28,80,False
2013-05-29,81,False
2013-05-30,65,False
2013-05-31,39,False
