date,MSFT stock,isPartial
2019-02-01,100,False
2019-02-02,24,False
2019-02-03,13,False
2019-02-04,65,False
2019-02-05,82,False
2019-02-06,75,False
2019-02-07,66,False
2019-02-08,63,False
2019-02-09,25,False
2019-02-10,10,False
2019-02-11,51,False
2019-02-12,60,False
2019-02-13,62,False
2019-02-14,60,False
2019-02-15,66,False
2019-02-16,21,False
2019-02-17,12,False
2019-02-18,19,False
2019-02-19,59,False
2019-02-20,52,False
2019-02-21,71,False
2019-02-22,70,False
2019-02-23,23,False
2019-02-24,11,False
2019-02-25,57,False
2019-02-26,71,False
2019-02-27,63,False
2019-02-28,64,False
