date,TXN stock,isPartial
2017-10-01,11,False
2017-10-02,53,False
2017-10-03,58,False
2017-10-04,39,False
2017-10-05,44,False
2017-10-06,20,False
2017-10-07,33,False
2017-10-08,11,False
2017-10-09,29,False
2017-10-10,47,False
2017-10-11,24,False
2017-10-12,34,False
2017-10-13,25,False
2017-10-14,56,False
2017-10-15,22,False
2017-10-16,53,False
2017-10-17,38,False
2017-10-18,34,False
2017-10-19,34,False
2017-10-20,35,False
2017-10-21,33,False
2017-10-22,11,False
2017-10-23,43,False
2017-10-24,100,False
2017-10-25,95,False
2017-10-26,77,False
2017-10-27,60,False
2017-10-28,11,False
2017-10-29,16,False
2017-10-30,24,False
2017-10-31,63,False
