date,FB stock,isPartial
2015-07-01,21,False
2015-07-02,30,False
2015-07-03,17,False
2015-07-04,14,False
2015-07-05,7,False
2015-07-06,31,False
2015-07-07,32,False
2015-07-08,24,False
2015-07-09,28,False
2015-07-10,24,False
2015-07-11,14,False
2015-07-12,7,False
2015-07-13,27,False
2015-07-14,31,False
2015-07-15,29,False
2015-07-16,30,False
2015-07-17,45,False
2015-07-18,24,False
2015-07-19,11,False
2015-07-20,52,False
2015-07-21,42,False
2015-07-22,46,False
2015-07-23,36,False
2015-07-24,56,False
2015-07-25,23,False
2015-07-26,13,False
2015-07-27,49,False
2015-07-28,38,False
2015-07-29,100,False
2015-07-30,90,False
2015-07-31,58,False
