date,COST stock,isPartial
2015-12-01,63,False
2015-12-02,95,False
2015-12-03,86,False
2015-12-04,50,False
2015-12-05,51,False
2015-12-06,61,False
2015-12-07,58,False
2015-12-08,71,False
2015-12-09,91,False
2015-12-10,100,False
2015-12-11,72,False
2015-12-12,42,False
2015-12-13,46,False
2015-12-14,58,False
2015-12-15,80,False
2015-12-16,64,False
2015-12-17,60,False
2015-12-18,71,False
2015-12-19,33,False
2015-12-20,28,False
2015-12-21,61,False
2015-12-22,36,False
2015-12-23,43,False
2015-12-24,38,False
2015-12-25,28,False
2015-12-26,33,False
2015-12-27,27,False
2015-12-28,48,False
2015-12-29,40,False
2015-12-30,50,False
2015-12-31,32,False
