date,EA stock,isPartial
2013-02-01,55,False
2013-02-02,28,False
2013-02-03,42,False
2013-02-04,29,False
2013-02-05,48,False
2013-02-06,43,False
2013-02-07,58,False
2013-02-08,40,False
2013-02-09,17,False
2013-02-10,34,False
2013-02-11,49,False
2013-02-12,15,False
2013-02-13,48,False
2013-02-14,49,False
2013-02-15,30,False
2013-02-16,28,False
2013-02-17,28,False
2013-02-18,14,False
2013-02-19,57,False
2013-02-20,47,False
2013-02-21,48,False
2013-02-22,52,False
2013-02-23,25,False
2013-02-24,22,False
2013-02-25,32,False
2013-02-26,32,False
2013-02-27,42,False
2013-02-28,100,False
