date,AMZN stock,isPartial
2017-09-01,80,False
2017-09-02,29,False
2017-09-03,12,False
2017-09-04,8,False
2017-09-05,74,False
2017-09-06,80,False
2017-09-07,93,False
2017-09-08,80,False
2017-09-09,24,False
2017-09-10,9,False
2017-09-11,87,False
2017-09-12,97,False
2017-09-13,87,False
2017-09-14,90,False
2017-09-15,84,False
2017-09-16,28,False
2017-09-17,14,False
2017-09-18,80,False
2017-09-19,84,False
2017-09-20,100,False
2017-09-21,76,False
2017-09-22,79,False
2017-09-23,13,False
2017-09-24,11,False
2017-09-25,88,False
2017-09-26,90,False
2017-09-27,84,False
2017-09-28,75,False
2017-09-29,79,False
2017-09-30,19,False
