date,EXPE stock,isPartial
2017-01-01,0,False
2017-01-02,36,False
2017-01-03,35,False
2017-01-04,35,False
2017-01-05,35,False
2017-01-06,36,False
2017-01-07,38,False
2017-01-08,38,False
2017-01-09,34,False
2017-01-10,100,False
2017-01-11,50,False
2017-01-12,34,False
2017-01-13,34,False
2017-01-14,0,False
2017-01-15,0,False
2017-01-16,33,False
2017-01-17,33,False
2017-01-18,33,False
2017-01-19,0,False
2017-01-20,68,False
2017-01-21,0,False
2017-01-22,38,False
2017-01-23,50,False
2017-01-24,33,False
2017-01-25,66,False
2017-01-26,0,False
2017-01-27,69,False
2017-01-28,39,False
2017-01-29,0,False
2017-01-30,65,False
2017-01-31,33,False
